"File","Method","p","converged","time2"
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",4,NA,118.851032721208
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",4,NA,382.533595765172
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MTG2",8,FALSE,0.932999999999993
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MCMCglmm",8,NA,32.1839038039201
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",8,NA,2.61400000000003
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",8,NA,301.269062969013
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",8,NA,334.199055517874
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",8,NA,442.931495559051
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MTG2",16,FALSE,10.5720000000001
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MCMCglmm",16,NA,120.385551947668
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",16,NA,6.53999999999996
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",16,NA,376.716582733158
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",16,NA,520.243359599172
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",16,NA,824.52441228811
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MTG2",32,FALSE,178.271
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MCMCglmm",32,NA,736.348947208217
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",32,NA,18.739
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",32,NA,1188.58205769405
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",32,NA,2062.17374230373
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",32,NA,2782.65849936268
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MTG2",64,FALSE,2844.516
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MCMCglmm",64,NA,4847.79219069466
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",64,NA,570.185000000001
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",64,NA,2464.96893765404
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",64,NA,2638.62037040737
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",64,NA,5545.67752371853
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",128,NA,242.759000000002
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",128,NA,2959.69162423377
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",128,NA,2617.95448205376
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",128,NA,2494.88341876687
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",256,NA,881.102999999999
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",256,NA,3141.87660585336
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",256,NA,4458.04935373245
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",256,NA,5118.71047989585
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","phenix",512,NA,2294.155
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",512,NA,4509.13613655721
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",512,NA,4965.40784659564
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",512,NA,8625.93546154061
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",1024,NA,3685.18096921778
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",1024,NA,4876.47852611927
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",1024,NA,10338.0307691276
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",2048,NA,6041.52814419791
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",2048,NA,7873.31545953839
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",2048,NA,16521.3202297455
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",4096,NA,11229.7179322436
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",4096,NA,15038.6113760022
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",4096,NA,29282.7424960561
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_0.50_",8192,NA,22555.7323485436
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_1.00_",8192,NA,28071.9272151127
"Results_At_1001/Times_At_1001_tmp_013_subset.csv","MegaLMM_2.00_",8192,NA,54725.6356726679
"Results_At_1001/Times_At_1001_tmp_013.csv","MTG2",4,FALSE,0.444000000000001
"Results_At_1001/Times_At_1001_tmp_013.csv","MCMCglmm",4,NA,12.8601208083848
"Results_At_1001/Times_At_1001_tmp_013.csv","phenix",4,NA,1.513
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",4,NA,127.519
"Results_At_1001/Times_At_1001_tmp_013.csv","MTG2",8,FALSE,0.902000000000015
"Results_At_1001/Times_At_1001_tmp_013.csv","MCMCglmm",8,NA,32.2362017874373
"Results_At_1001/Times_At_1001_tmp_013.csv","phenix",8,NA,2.81299999999999
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",8,NA,375.436
"Results_At_1001/Times_At_1001_tmp_013.csv","MTG2",16,FALSE,10.9319999999999
"Results_At_1001/Times_At_1001_tmp_013.csv","MCMCglmm",16,NA,121.021039372959
"Results_At_1001/Times_At_1001_tmp_013.csv","phenix",16,NA,6.42600000000004
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",16,NA,433.987
"Results_At_1001/Times_At_1001_tmp_013.csv","MTG2",32,FALSE,184.208
"Results_At_1001/Times_At_1001_tmp_013.csv","MCMCglmm",32,NA,677.404426167324
"Results_At_1001/Times_At_1001_tmp_013.csv","phenix",32,NA,15.665
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",32,NA,674.175
"Results_At_1001/Times_At_1001_tmp_013.csv","MTG2",64,FALSE,2971.152
"Results_At_1001/Times_At_1001_tmp_013.csv","MCMCglmm",64,NA,4868.90283780099
"Results_At_1001/Times_At_1001_tmp_013.csv","phenix",64,NA,92.1970000000001
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",64,NA,1758.494
"Results_At_1001/Times_At_1001_tmp_013.csv","phenix",128,NA,957.702000000001
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",128,NA,2808.687
"Results_At_1001/Times_At_1001_tmp_013.csv","phenix",256,NA,3660.264
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",256,NA,3830.358
"Results_At_1001/Times_At_1001_tmp_013.csv","phenix",512,NA,8746.715
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",512,NA,8961.041
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",1024,NA,12620.705
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",2048,NA,19041.892
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",4096,NA,29142.271
"Results_At_1001/Times_At_1001_tmp_013.csv","BSFG",8192,NA,38460.88
"Results_At_1001/Times_At_1001_tmp_014_all_all.csv","MegaLMM_0.50_",20842,NA,52919.8880214538
"Results_At_1001/Times_At_1001_tmp_014_all_all.csv","MegaLMM_1.00_",20842,NA,67605.1455547127
"Results_At_1001/Times_At_1001_tmp_014_all_all.csv","MegaLMM_2.00_",20842,NA,127679.152418507
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",4,FALSE,0.16
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",4,NA,11.6100157608884
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",4,NA,1.255
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",4,NA,114.199420008568
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",4,NA,118.910770828855
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",4,NA,379.339902500944
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",8,FALSE,1.71400000000006
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",8,NA,33.7064715952102
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",8,NA,2.10699999999997
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",8,NA,328.84658846451
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",8,NA,357.108984614727
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",8,NA,494.115412041495
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",16,FALSE,10.5839999999998
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",16,NA,120.262718021503
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",16,NA,3.53800000000001
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",16,NA,449.477279009671
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",16,NA,608.755559425139
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",16,NA,886.984844415184
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",32,FALSE,161.576
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",32,NA,544.751522432627
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",32,NA,12.9569999999999
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",32,NA,1127.62754602488
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",32,NA,1673.92911187691
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",32,NA,1592.95839458957
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MTG2",64,TRUE,3250.095
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MCMCglmm",64,NA,4854.42633690397
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",64,NA,53.1059999999998
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",64,NA,3087.71694191265
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",64,NA,3024.71772224689
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",64,NA,5583.37854533627
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",128,NA,211.452000000001
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",128,NA,3029.63451898673
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",128,NA,2998.86527963185
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",128,NA,2680.63815841869
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",256,NA,917.877
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",256,NA,2965.03574950001
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",256,NA,3579.26938773385
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",256,NA,4908.30217014972
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","phenix",512,NA,2403.766
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",512,NA,3549.8932788263
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",512,NA,4644.08359590438
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",512,NA,8394.31834588268
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",1024,NA,3859.97360581376
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",1024,NA,5089.8495556057
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",1024,NA,10200.8283460472
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",2048,NA,6301.04405514122
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",2048,NA,8173.30296432101
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",2048,NA,16282.6561496293
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",4096,NA,11145.5936215966
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",4096,NA,14849.5971742366
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",4096,NA,28277.3955800732
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_0.50_",8192,NA,21627.2808218449
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_1.00_",8192,NA,28601.6331535564
"Results_At_1001/Times_At_1001_tmp_014_subset.csv","MegaLMM_2.00_",8192,NA,53653.861076507
"Results_At_1001/Times_At_1001_tmp_014.csv","MTG2",4,FALSE,0.279
"Results_At_1001/Times_At_1001_tmp_014.csv","MCMCglmm",4,NA,11.4742004821761
"Results_At_1001/Times_At_1001_tmp_014.csv","phenix",4,NA,1.16
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",4,NA,107.251
"Results_At_1001/Times_At_1001_tmp_014.csv","MTG2",8,FALSE,1.42600000000002
"Results_At_1001/Times_At_1001_tmp_014.csv","MCMCglmm",8,NA,34.7034295218263
"Results_At_1001/Times_At_1001_tmp_014.csv","phenix",8,NA,1.59200000000001
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",8,NA,344.484
"Results_At_1001/Times_At_1001_tmp_014.csv","MTG2",16,FALSE,10.836
"Results_At_1001/Times_At_1001_tmp_014.csv","MCMCglmm",16,NA,121.927204761216
"Results_At_1001/Times_At_1001_tmp_014.csv","phenix",16,NA,2.73599999999999
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",16,NA,384.462
"Results_At_1001/Times_At_1001_tmp_014.csv","MTG2",32,FALSE,165.383
"Results_At_1001/Times_At_1001_tmp_014.csv","MCMCglmm",32,NA,684.207547129851
"Results_At_1001/Times_At_1001_tmp_014.csv","phenix",32,NA,14.069
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",32,NA,546.717
"Results_At_1001/Times_At_1001_tmp_014.csv","MTG2",64,TRUE,3432.288
"Results_At_1001/Times_At_1001_tmp_014.csv","MCMCglmm",64,NA,4710.40430050536
"Results_At_1001/Times_At_1001_tmp_014.csv","phenix",64,NA,80.1989999999987
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",64,NA,1005.261
"Results_At_1001/Times_At_1001_tmp_014.csv","phenix",128,NA,472.915000000001
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",128,NA,2299.713
"Results_At_1001/Times_At_1001_tmp_014.csv","phenix",256,NA,1936.517
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",256,NA,2643.985
"Results_At_1001/Times_At_1001_tmp_014.csv","phenix",512,NA,3613.27
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",512,NA,4941.286
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",1024,NA,6968.223
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",2048,NA,7869.488
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",4096,NA,13510.457
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",8192,NA,23077.926
"Results_At_1001/Times_At_1001_tmp_014.csv","BSFG",20842,NA,56196.07
"Results_At_1001/Times_At_1001_tmp_015_all_all.csv","MegaLMM_0.50_",20842,NA,103735.074836718
"Results_At_1001/Times_At_1001_tmp_015_all_all.csv","MegaLMM_1.00_",20842,NA,117656.014737114
"Results_At_1001/Times_At_1001_tmp_015_all_all.csv","MegaLMM_2.00_",20842,NA,147708.217327529
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MTG2",4,FALSE,0.598000000000001
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MCMCglmm",4,NA,13.0966229762586
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","phenix",4,NA,1.146
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",4,NA,102.464007917986
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",4,NA,109.955134222105
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",4,NA,244.36157914557
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MTG2",8,FALSE,1.995
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MCMCglmm",8,NA,32.3546229204392
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","phenix",8,NA,2.75299999999999
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",8,NA,205.1889273186
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",8,NA,212.038889291188
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",8,NA,329.89693529923
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MTG2",16,FALSE,11.8779999999999
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MCMCglmm",16,NA,119.694196657202
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","phenix",16,NA,6.20399999999995
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",16,NA,213.383207913281
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",16,NA,463.827862076552
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",16,NA,790.047575235567
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MTG2",32,FALSE,90.2310000000002
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MCMCglmm",32,NA,702.638147271316
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","phenix",32,NA,11.1390000000001
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",32,NA,394.991016200509
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",32,NA,1178.76269771246
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",32,NA,960.503547218297
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MTG2",64,FALSE,2907.667
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MCMCglmm",64,NA,4794.88914084902
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","phenix",64,NA,36.9920000000002
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",64,NA,1765.05683345206
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",64,NA,1867.24891309655
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",64,NA,1263.49050665589
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","phenix",128,NA,198.458000000001
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",128,NA,1674.14799223227
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",128,NA,1435.0921920977
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",128,NA,2031.926655075
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","phenix",256,NA,738.875
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",256,NA,1661.83891173801
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",256,NA,2521.19637694824
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",256,NA,3885.37439537636
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","phenix",512,NA,1919.422
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",512,NA,2574.7023122713
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",512,NA,3524.14325389324
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",512,NA,7150.2065685762
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",1024,NA,3678.0884813488
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",1024,NA,4786.44870824887
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",1024,NA,9783.90173479521
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",2048,NA,6016.34463746114
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",2048,NA,7954.99539080595
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",2048,NA,15791.0397706248
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",4096,NA,10973.12892703
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",4096,NA,14110.5732591387
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",4096,NA,28876.6959950293
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_0.50_",8192,NA,20813.6174696591
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_1.00_",8192,NA,27249.6493597028
"Results_At_1001/Times_At_1001_tmp_015_subset.csv","MegaLMM_2.00_",8192,NA,51884.1439743325
"Results_At_1001/Times_At_1001_tmp_015.csv","MTG2",4,FALSE,0.696999999999999
"Results_At_1001/Times_At_1001_tmp_015.csv","MCMCglmm",4,NA,13.0519810345393
"Results_At_1001/Times_At_1001_tmp_015.csv","phenix",4,NA,1.198
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",4,NA,100.833
"Results_At_1001/Times_At_1001_tmp_015.csv","MTG2",8,FALSE,2.011
"Results_At_1001/Times_At_1001_tmp_015.csv","MCMCglmm",8,NA,33.5775780235003
"Results_At_1001/Times_At_1001_tmp_015.csv","phenix",8,NA,2.12700000000001
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",8,NA,301.406
"Results_At_1001/Times_At_1001_tmp_015.csv","MTG2",16,FALSE,11.86
"Results_At_1001/Times_At_1001_tmp_015.csv","MCMCglmm",16,NA,131.198762463265
"Results_At_1001/Times_At_1001_tmp_015.csv","phenix",16,NA,6.08199999999999
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",16,NA,329.885
"Results_At_1001/Times_At_1001_tmp_015.csv","MTG2",32,FALSE,97.2940000000001
"Results_At_1001/Times_At_1001_tmp_015.csv","MCMCglmm",32,NA,757.658933708452
"Results_At_1001/Times_At_1001_tmp_015.csv","phenix",32,NA,11.5509999999999
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",32,NA,512.107
"Results_At_1001/Times_At_1001_tmp_015.csv","MTG2",64,FALSE,3071.231
"Results_At_1001/Times_At_1001_tmp_015.csv","MCMCglmm",64,NA,5005.25346226022
"Results_At_1001/Times_At_1001_tmp_015.csv","phenix",64,NA,259.68
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",64,NA,905.554
"Results_At_1001/Times_At_1001_tmp_015.csv","phenix",128,NA,270.088
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",128,NA,2052.887
"Results_At_1001/Times_At_1001_tmp_015.csv","phenix",256,NA,1511.782
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",256,NA,4531.433
"Results_At_1001/Times_At_1001_tmp_015.csv","phenix",512,NA,3483.116
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",512,NA,4623.295
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",1024,NA,5342.916
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",2048,NA,6837.904
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",4096,NA,11463.807
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",8192,NA,23232.047
"Results_At_1001/Times_At_1001_tmp_015.csv","BSFG",20842,NA,53162.844
"Results_At_1001/Times_At_1001_tmp_016_all_all.csv","MegaLMM_0.50_",20842,NA,50205.4914933068
"Results_At_1001/Times_At_1001_tmp_016_all_all.csv","MegaLMM_1.00_",20842,NA,66220.0055627417
"Results_At_1001/Times_At_1001_tmp_016_all_all.csv","MegaLMM_2.00_",20842,NA,191092.548674759
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MTG2",4,FALSE,0.23
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MCMCglmm",4,NA,12.6053002945661
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","phenix",4,NA,0.91
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_0.50_",4,NA,108.312542640801
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_1.00_",4,NA,123.950865960091
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_2.00_",4,NA,387.531794601818
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MTG2",8,FALSE,1.53499999999997
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MCMCglmm",8,NA,33.2716353993364
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","phenix",8,NA,1.68099999999993
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_0.50_",8,NA,312.492934042093
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_1.00_",8,NA,408.368997726674
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_2.00_",8,NA,526.50126358988
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MTG2",16,FALSE,8.75900000000001
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MCMCglmm",16,NA,121.457631852097
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","phenix",16,NA,4.47399999999993
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_0.50_",16,NA,359.131913187376
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_1.00_",16,NA,574.627208061818
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_2.00_",16,NA,837.831705933822
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MTG2",32,FALSE,110.208
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MCMCglmm",32,NA,736.239752515668
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","phenix",32,NA,15.5049999999997
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_0.50_",32,NA,599.70994520256
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_1.00_",32,NA,1047.81603359893
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_2.00_",32,NA,1229.53529262289
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MTG2",64,TRUE,3098.057
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MCMCglmm",64,NA,4698.25241868204
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","phenix",64,NA,389.296
"Results_At_1001/Times_At_1001_tmp_016_subset.csv","MegaLMM_0.50_",64,NA,2674.17421045009
