"x","Method","p","trait","p_cor","g_cor","Rhat"
"Results_At_1001/Gcor_002_subset.csv","rrBLUP",512,"AT3G06880",0.299849750101188,0.319613543493842,0.99819337617994
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_0.50_",1024,"AT3G06880",0.805964339402484,0.923634550096977,1.04033958009677
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_1.00_",1024,"AT3G06880",0.810237215235237,0.951685216798384,1.02715240820941
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_2.00_",1024,"AT3G06880",0.812069871211986,0.939954720686142,1.00153808527512
"Results_At_1001/Gcor_002_subset.csv","rrBLUP",1024,"AT3G06880",0.299849750101188,0.332316378402692,1.0091501791081
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_0.50_",2048,"AT3G06880",0.817877911616777,0.936891730102681,1.01766856190007
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_1.00_",2048,"AT3G06880",0.816420166433069,0.931989020274527,1.010117759992
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_2.00_",2048,"AT3G06880",0.828835344001633,0.934699232830832,1.02215980462488
"Results_At_1001/Gcor_002_subset.csv","rrBLUP",2048,"AT3G06880",0.299849750101188,0.328497615904944,0.998565897653692
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_0.50_",4096,"AT3G06880",0.830061145080391,0.941534591408751,1.08854473466459
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_1.00_",4096,"AT3G06880",0.798380922528292,0.911166485812545,1.00352210131778
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_2.00_",4096,"AT3G06880",0.824983608867388,0.937247819761998,1.016765805056
"Results_At_1001/Gcor_002_subset.csv","rrBLUP",4096,"AT3G06880",0.299849750101188,0.341169447764632,1.02246895435262
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_0.50_",8192,"AT3G06880",0.424779839920333,0.398959582483617,1.00159802155602
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_1.00_",8192,"AT3G06880",0.847601056655296,0.958615743414422,1.02157649180418
"Results_At_1001/Gcor_002_subset.csv","MegaLMM_2.00_",8192,"AT3G06880",0.817751910405965,0.924026071947933,1.00801773379298
"Results_At_1001/Gcor_002_subset.csv","rrBLUP",8192,"AT3G06880",0.299849750101188,0.358974819830781,1.00868032414325
"Results_At_1001/Gcor_003_all.csv","MegaLMM_0.50_",20842,"AT1G48420",0.304433533608461,0.334200125432062,1.0076270915302
"Results_At_1001/Gcor_003_all.csv","MegaLMM_1.00_",20842,"AT1G48420",0.687943949782927,0.821352421159707,1.05436768374603
"Results_At_1001/Gcor_003_all.csv","MegaLMM_2.00_",20842,"AT1G48420",0.706036049684822,0.842809036865686,1.07663278375628
"Results_At_1001/Gcor_003_all.csv","rrBLUP",20842,"AT1G48420",0.280911123462722,0.226193480391689,0.998775608269574
"Results_At_1001/Gcor_003_subset.csv","MTG2",4,"AT1G48420",0.254110101327835,0.229565971049836,1.00493956450136
"Results_At_1001/Gcor_003_subset.csv","MCMCglmm",4,"AT1G48420",0.250583365364602,0.218472415362807,1.00019871101852
"Results_At_1001/Gcor_003_subset.csv","phenix",4,"AT1G48420",-0.0211737205934113,0.0347989335270307,1.00153771833771
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",4,"AT1G48420",0.277471727539506,0.236378215413364,1.01055326274154
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",4,"AT1G48420",0.283436975004991,0.231340888505342,1.00402243122418
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",4,"AT1G48420",0.284572699953168,0.240146711731895,0.998748328106617
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",4,"AT1G48420",0.280911123462722,0.234773111103253,1.00532547636252
"Results_At_1001/Gcor_003_subset.csv","MTG2",8,"AT1G48420",0.295235421557594,0.258385965373739,1.00112387863643
"Results_At_1001/Gcor_003_subset.csv","MCMCglmm",8,"AT1G48420",0.363314951374484,0.426826431836217,0.999689221649751
"Results_At_1001/Gcor_003_subset.csv","phenix",8,"AT1G48420",0.436171433727298,0.555919045363031,1.02198005515347
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",8,"AT1G48420",0.311849185658875,0.298383179398321,1.00087140410428
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",8,"AT1G48420",0.382637479995907,0.411892170202222,1.00650499187409
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",8,"AT1G48420",0.389508215293423,0.456374259869465,1.00116857312302
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",8,"AT1G48420",0.280911123462722,0.23366169230173,1.00129855662126
"Results_At_1001/Gcor_003_subset.csv","MTG2",16,"AT1G48420",0.324040383529437,0.345029297496996,0.998213969843503
"Results_At_1001/Gcor_003_subset.csv","MCMCglmm",16,"AT1G48420",0.420450519231199,0.480094129784078,1.01855797031855
"Results_At_1001/Gcor_003_subset.csv","phenix",16,"AT1G48420",0.367360203549832,0.420815882073616,1.00012641363768
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",16,"AT1G48420",0.414602306966689,0.505704323597954,1.00315492620625
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",16,"AT1G48420",0.446469983433015,0.52009512402684,1.00329707486638
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",16,"AT1G48420",0.441314332503419,0.530971312957991,1.01731421709356
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",16,"AT1G48420",0.280911123462722,0.234102135388354,1.01084716737753
"Results_At_1001/Gcor_003_subset.csv","MTG2",32,"AT1G48420",0.332532714553238,0.355105689560509,0.998891528570618
"Results_At_1001/Gcor_003_subset.csv","MCMCglmm",32,"AT1G48420",0.495394816186045,0.604369767233059,1.01102965743228
"Results_At_1001/Gcor_003_subset.csv","phenix",32,"AT1G48420",0.518750644750021,0.640420478015149,1.03370242297881
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",32,"AT1G48420",0.48611891425883,0.591997879585303,0.99863895101987
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",32,"AT1G48420",0.529103477082613,0.634097869088943,1.00062323036401
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",32,"AT1G48420",0.517609051493659,0.621840543912536,1.02891399236786
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",32,"AT1G48420",0.280911123462722,0.240283864092557,1.00198528814161
"Results_At_1001/Gcor_003_subset.csv","MTG2",64,"AT1G48420",0.283000343339966,0.270585569043118,1.00490994257717
"Results_At_1001/Gcor_003_subset.csv","MCMCglmm",64,"AT1G48420",0.520355016991841,0.631902533741654,0.998970139635129
"Results_At_1001/Gcor_003_subset.csv","phenix",64,"AT1G48420",0.532785913460672,0.655872831812913,1.04840149606234
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",64,"AT1G48420",0.529023056698527,0.644447855800762,1.00172451072013
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",64,"AT1G48420",0.532761880765876,0.630827911827152,1.00715651512645
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",64,"AT1G48420",0.526545198612888,0.639399641086384,1.02241409483446
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",64,"AT1G48420",0.280911123462722,0.232207053391012,1.00119149885006
"Results_At_1001/Gcor_003_subset.csv","phenix",128,"AT1G48420",0.682673881939624,0.823928832776392,0.998360345862968
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",128,"AT1G48420",0.652773745928143,0.781112004070405,1.02662484966257
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",128,"AT1G48420",0.615243681832678,0.724578311970279,1.02351335242846
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",128,"AT1G48420",0.633733869243671,0.754108409561867,1.02477692016738
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",128,"AT1G48420",0.280911123462722,0.22334600976264,1.00443248689438
"Results_At_1001/Gcor_003_subset.csv","phenix",256,"AT1G48420",0.693649997821518,0.880182931502941,1.00097487126048
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",256,"AT1G48420",0.679472732429435,0.791099062377842,1.01371876290758
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",256,"AT1G48420",0.631980381970236,0.730301564253465,1.01389181518788
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",256,"AT1G48420",0.706083076895707,0.838216280684685,1.01752854909508
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",256,"AT1G48420",0.280911123462722,0.232986331967231,1.00177230695924
"Results_At_1001/Gcor_003_subset.csv","phenix",512,"AT1G48420",0.653732737378848,0.816396611241204,1.02941639364979
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",512,"AT1G48420",0.669715520082311,0.779919973826965,0.998300183395752
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",512,"AT1G48420",0.670705552340697,0.78127396873429,1.01032652003024
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",512,"AT1G48420",0.645412227029891,0.76660104572245,0.999569780943284
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",512,"AT1G48420",0.280911123462722,0.231611668264673,1.00823274606212
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",1024,"AT1G48420",0.711708539099825,0.838671743418799,1.0032843208769
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",1024,"AT1G48420",0.686202364061349,0.822847661626527,0.999569890339346
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",1024,"AT1G48420",0.670294706468201,0.783016622820167,1.00622599939057
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",1024,"AT1G48420",0.280911123462722,0.233233154498898,1.00981594656255
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",2048,"AT1G48420",0.682539783649809,0.803170582345672,1.00593196359543
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",2048,"AT1G48420",0.698316452356313,0.812277703282361,1.00849056074143
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",2048,"AT1G48420",0.697301971495687,0.813224140324619,0.998484966465862
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",2048,"AT1G48420",0.280911123462722,0.234697967799879,1.00275021091969
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",4096,"AT1G48420",0.700653187373516,0.820177068217634,1.00614712888249
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",4096,"AT1G48420",0.685386267344922,0.813223503342356,1.01818630751892
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",4096,"AT1G48420",0.693619953769018,0.799000106263744,1.00937317991348
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",4096,"AT1G48420",0.280911123462722,0.230459176015249,0.99889105703478
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_0.50_",8192,"AT1G48420",0.690417163895725,0.822641110891798,0.998728847453934
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_1.00_",8192,"AT1G48420",0.697228427542053,0.827643581840517,1.03242135104684
"Results_At_1001/Gcor_003_subset.csv","MegaLMM_2.00_",8192,"AT1G48420",0.688740094152294,0.803643780180109,1.01722016079111
"Results_At_1001/Gcor_003_subset.csv","rrBLUP",8192,"AT1G48420",0.280911123462722,0.238606727086625,1.00003271210126
"Results_At_1001/Gcor_004_all.csv","MegaLMM_0.50_",20842,"AT5G51690",0.02055994092792,0.0214365788448882,1.00221004818678
