"File","X","Method","p","seed","G_RMSE_var","G_RMSE_G","G_cor_covs","R_RMSE_var","R_RMSE_G","R_cor_covs"
"Results_G_accuracy_At_1001/G_accuracy_203.csv",19,"phenix",64,203,0.180301617243974,0.0702104005401085,0.741313214982434,0.0875700736101057,0.0469750937781095,0.859835642055562
"Results_G_accuracy_At_1001/G_accuracy_203.csv",20,"MegaLMM",64,203,0.0895116574923925,0.0467774195034252,0.779314732610006,0.0708822097303844,0.0399329864719511,0.901170453515644
"Results_G_accuracy_At_1001/G_accuracy_203.csv",21,"phenix",128,203,0.345838867181485,0.0851061458226387,0.714685934605214,0.117320753252995,0.0478324887699262,0.845783015134914
"Results_G_accuracy_At_1001/G_accuracy_203.csv",22,"MegaLMM",128,203,0.0924917292633061,0.0412567107664986,0.832821623008998,0.0728123483394011,0.0378586722353263,0.90995943259946
"Results_G_accuracy_At_1001/G_accuracy_204.csv",1,"MTG2",4,204,0.0689208810082644,0.0616131437619538,0.0620277416955928,0.0289061719797609,0.0523219265332327,0.885611713545756
"Results_G_accuracy_At_1001/G_accuracy_204.csv",2,"MCMCglmm",4,204,0.141710150091812,0.0326193019921986,-0.0949997400272913,0.102486278773967,0.0458491562170093,0.889640374826174
"Results_G_accuracy_At_1001/G_accuracy_204.csv",3,"phenix",4,204,0.0561834252886785,0.0567979004897656,0.0520455051184932,0.0529540176456905,0.0507958367732269,0.883358683279321
"Results_G_accuracy_At_1001/G_accuracy_204.csv",4,"MegaLMM",4,204,0.0503292977229875,0.0166127323129384,0.469638577944907,0.0422777932556395,0.0407355150995859,0.929864571562728
"Results_G_accuracy_At_1001/G_accuracy_204.csv",5,"MTG2",8,204,0.0970350485405005,0.0743415249070013,0.445040360868618,0.0666025125520818,0.0657001260843107,0.802349937726425
"Results_G_accuracy_At_1001/G_accuracy_204.csv",6,"MCMCglmm",8,204,0.15950092894309,0.0493430466689265,0.559488002902368,0.0959285392219042,0.0475313125674784,0.898958571549658
"Results_G_accuracy_At_1001/G_accuracy_204.csv",7,"phenix",8,204,0.0537589467598655,0.0691245900001267,0.47413171849969,0.0542139661952905,0.0576720680364244,0.850634267302917
"Results_G_accuracy_At_1001/G_accuracy_204.csv",8,"MegaLMM",8,204,0.076801060549276,0.0400196010508743,0.340834619476143,0.0493076176618782,0.0406741327148884,0.95060152644203
"Results_G_accuracy_At_1001/G_accuracy_204.csv",9,"MTG2",16,204,0.0932669229780054,0.0515131992523781,0.639505382105183,0.154304115416278,0.0725162947026586,0.798869734517462
"Results_G_accuracy_At_1001/G_accuracy_204.csv",10,"MCMCglmm",16,204,0.213201513475399,0.0481936730428986,0.65145322011504,0.114524538435694,0.0421595080698127,0.932254462722085
"Results_G_accuracy_At_1001/G_accuracy_204.csv",11,"phenix",16,204,0.0767093023302448,0.0651827288735607,0.652335828693353,0.0759517078549114,0.052803864408975,0.886291516787885
"Results_G_accuracy_At_1001/G_accuracy_204.csv",12,"MegaLMM",16,204,0.0865162533456937,0.0458407846942176,0.607891873214521,0.0661159076761424,0.0413820250770056,0.940181864235556
"Results_G_accuracy_At_1001/G_accuracy_204.csv",13,"MTG2",32,204,0.133492589379036,0.0614270543737031,0.527638016105413,0.20704205427096,0.0847844462155013,0.653936191213846
"Results_G_accuracy_At_1001/G_accuracy_204.csv",14,"MCMCglmm",32,204,0.261981584107145,0.0478383470868816,0.760762753258884,0.12600571016522,0.0425443887953911,0.922409629953356
"Results_G_accuracy_At_1001/G_accuracy_204.csv",15,"phenix",32,204,0.0895316114785896,0.0574521878242205,0.783755984960023,0.0747964672189078,0.0477729989866123,0.892254339671993
"Results_G_accuracy_At_1001/G_accuracy_204.csv",16,"MegaLMM",32,204,0.0897825761561096,0.0396873180634091,0.834764160593819,0.0747100651402279,0.038613595289827,0.932200822321827
"Results_G_accuracy_At_1001/G_accuracy_204.csv",17,"MTG2",64,204,0.189382376252973,0.0679651553805734,0.276315660311735,0.236830997591904,0.0909149309491501,0.395415811628096
"Results_G_accuracy_At_1001/G_accuracy_204.csv",18,"MCMCglmm",64,204,0.33103131958024,0.0464216065772441,0.756086850791114,0.162300718399866,0.0412004389353021,0.91200412079739
"Results_G_accuracy_At_1001/G_accuracy_204.csv",19,"phenix",64,204,0.162682778577088,0.0640954194038828,0.747854901235175,0.0729655304298925,0.0452375566098876,0.883306209386237
"Results_G_accuracy_At_1001/G_accuracy_204.csv",20,"MegaLMM",64,204,0.0804146274752147,0.0377150742003483,0.846695462457579,0.064388324723143,0.0361696615524861,0.929583942230042
"Results_G_accuracy_At_1001/G_accuracy_204.csv",21,"phenix",128,204,0.304399324577022,0.0789904526481699,0.718634137801705,0.092728870711398,0.0449362116799056,0.88480602416899
"Results_G_accuracy_At_1001/G_accuracy_204.csv",22,"MegaLMM",128,204,0.0785956486654016,0.0372310903413325,0.864557019914887,0.0645028864530048,0.0361853074172243,0.931863357285849
"Results_G_accuracy_At_1001/G_accuracy_205.csv",1,"MTG2",4,205,0.125556961497274,0.0479914597477851,0.803652216826259,0.118013844845011,0.0576117840144725,0.881157752293041
"Results_G_accuracy_At_1001/G_accuracy_205.csv",2,"MCMCglmm",4,205,0.194532044016219,0.0366398151017241,0.800076076930462,0.145347138137615,0.0429871647167103,0.900819525860189
"Results_G_accuracy_At_1001/G_accuracy_205.csv",3,"phenix",4,205,0.123620962267694,0.0467988611997411,0.80296027258222,0.1248083098596,0.0579081023614099,0.873344243369172
"Results_G_accuracy_At_1001/G_accuracy_205.csv",4,"MegaLMM",4,205,0.134297970156414,0.0522680385338604,0.592274462232992,0.118619501908282,0.0504318075465534,0.805477231174806
"Results_G_accuracy_At_1001/G_accuracy_205.csv",5,"MTG2",8,205,0.141578088715985,0.0701570727277714,0.605603409815357,0.124233553866998,0.0556425116712428,0.818779283183892
"Results_G_accuracy_At_1001/G_accuracy_205.csv",6,"MCMCglmm",8,205,0.177106536960001,0.0528280699486573,0.668446694442124,0.123837845403869,0.0408695001023443,0.86059282077229
"Results_G_accuracy_At_1001/G_accuracy_205.csv",7,"phenix",8,205,0.130449627307968,0.0673516479163513,0.653992760269792,0.131046465577627,0.0537502364633882,0.829494253612664
"Results_G_accuracy_At_1001/G_accuracy_205.csv",8,"MegaLMM",8,205,0.124571510556612,0.0533040060860302,0.675794597996214,0.111701772807721,0.0403268424198949,0.838894453540117
"Results_G_accuracy_At_1001/G_accuracy_205.csv",9,"MTG2",16,205,0.121335609918588,0.059346498711448,0.683869025852968,0.123941046210977,0.0498174936853348,0.794660662829123
"Results_G_accuracy_At_1001/G_accuracy_205.csv",10,"MCMCglmm",16,205,0.191305850159717,0.0504732029813493,0.766347361248628,0.116352081398337,0.0413942241495553,0.864683687004594
"Results_G_accuracy_At_1001/G_accuracy_205.csv",11,"phenix",16,205,0.102455797670151,0.0626924911601133,0.758007500305187,0.0992964411147377,0.0498854700135552,0.830427949777742
"Results_G_accuracy_At_1001/G_accuracy_205.csv",12,"MegaLMM",16,205,0.129045837394484,0.0577947311814552,0.676314005447602,0.0987617021892483,0.04091848795833,0.869220242711042
"Results_G_accuracy_At_1001/G_accuracy_205.csv",13,"MTG2",32,205,0.130263489471979,0.0621745024460258,0.552888434119305,0.161318025036953,0.0635509817712922,0.646996492390545
"Results_G_accuracy_At_1001/G_accuracy_205.csv",14,"MCMCglmm",32,205,0.224982236647812,0.0470639595735431,0.775916519600603,0.137368418115164,0.0372623921954676,0.883614308513662
"Results_G_accuracy_At_1001/G_accuracy_205.csv",15,"phenix",32,205,0.091827762168428,0.0558240309635398,0.796871101994132,0.0777753435111153,0.0419951557054201,0.866499520118545
"Results_G_accuracy_At_1001/G_accuracy_205.csv",16,"MegaLMM",32,205,0.103695148236511,0.0506160713514108,0.738156460549912,0.0799345142908108,0.0391050053545858,0.870064904904274
"Results_G_accuracy_At_1001/G_accuracy_205.csv",17,"MTG2",64,205,0.177432704003187,0.0761704186677492,0.33129679601839,0.18891891538372,0.0696147738942572,0.426678650502328
"Results_G_accuracy_At_1001/G_accuracy_205.csv",18,"MCMCglmm",64,205,0.281808552323125,0.0503419144379212,0.78534206558448,0.188379151781078,0.0367988560619406,0.878240330769962
"Results_G_accuracy_At_1001/G_accuracy_205.csv",19,"phenix",64,205,0.142856764237598,0.0619345264756599,0.78998173361921,0.0744956374803188,0.0388276380685578,0.865409126184382
"Results_G_accuracy_At_1001/G_accuracy_205.csv",20,"MegaLMM",64,205,0.0896128426791373,0.043063192645042,0.85191364075808,0.0675181345126406,0.0319789326982923,0.909272798012637
"Results_G_accuracy_At_1001/G_accuracy_205.csv",21,"phenix",128,205,0.295835229114258,0.0740294896840779,0.758336621129438,0.0867646497360438,0.0391809446130997,0.865817210758936
"Results_G_accuracy_At_1001/G_accuracy_205.csv",22,"MegaLMM",128,205,0.0818104584359964,0.0433708841721677,0.840110409439541,0.0600739878139395,0.0314961045939975,0.916138191534133
"Results_G_accuracy_At_1001/G_accuracy_206.csv",1,"MTG2",4,206,0.0974428025298851,0.0757794965680098,0.809899299562171,0.0916632326438885,0.0503174736094451,0.65553650043098
"Results_G_accuracy_At_1001/G_accuracy_206.csv",2,"MCMCglmm",4,206,0.0868534173001282,0.058347492549427,0.878052309810188,0.0728878569068606,0.0519496764860624,0.56734422853248
"Results_G_accuracy_At_1001/G_accuracy_206.csv",3,"phenix",4,206,0.083051948796798,0.0661757223405327,0.86357371700582,0.0896167155270307,0.0474967003751357,0.645797685212499
"Results_G_accuracy_At_1001/G_accuracy_206.csv",4,"MegaLMM",4,206,0.0919595211109991,0.0781419393813968,0.92433623055948,0.0735733705235889,0.061098665043069,0.148069561821932
"Results_G_accuracy_At_1001/G_accuracy_206.csv",5,"MTG2",8,206,0.0982084673589082,0.079826922079647,0.735067619363581,0.0944029126738931,0.0687714065976622,0.824345596941868
"Results_G_accuracy_At_1001/G_accuracy_206.csv",6,"MCMCglmm",8,206,0.124475417038231,0.047359297179895,0.873945830332704,0.089665446527602,0.0437644136457053,0.914637156396031
"Results_G_accuracy_At_1001/G_accuracy_206.csv",7,"phenix",8,206,0.0790184012461796,0.0697539719084415,0.77730884033654,0.0851184139199115,0.0585588760299616,0.861753100417946
"Results_G_accuracy_At_1001/G_accuracy_206.csv",8,"MegaLMM",8,206,0.0793118841093291,0.048555407144674,0.870278425721138,0.0784313740414938,0.0477912995538724,0.898083475137247
"Results_G_accuracy_At_1001/G_accuracy_206.csv",9,"MTG2",16,206,0.0727479116067384,0.0619442467992229,0.643062817929796,0.109195579253148,0.0618191689785196,0.821396704996787
"Results_G_accuracy_At_1001/G_accuracy_206.csv",10,"MCMCglmm",16,206,0.185349285550178,0.0522294893337676,0.745438038572831,0.0927170572598275,0.0405259987023375,0.928447266434658
"Results_G_accuracy_At_1001/G_accuracy_206.csv",11,"phenix",16,206,0.0741911353956791,0.0707977892630312,0.671853478610422,0.0671548371282374,0.0550159708893253,0.872969964762814
"Results_G_accuracy_At_1001/G_accuracy_206.csv",12,"MegaLMM",16,206,0.0755306812613045,0.0559899837230742,0.656426808265394,0.0598218169578184,0.0483217367454539,0.890555714650431
"Results_G_accuracy_At_1001/G_accuracy_206.csv",13,"MTG2",32,206,0.115266837944995,0.0556066533603006,0.534363892923615,0.189268753689814,0.0898058980969964,0.616475250500732
"Results_G_accuracy_At_1001/G_accuracy_206.csv",14,"MCMCglmm",32,206,0.233350841115123,0.0474545637451464,0.713569514168624,0.122895120470403,0.035907043844912,0.943897099136001
"Results_G_accuracy_At_1001/G_accuracy_206.csv",15,"phenix",32,206,0.087067065238768,0.0637241476804615,0.696239356954224,0.0614674270066241,0.0462182254341474,0.904300280788793
"Results_G_accuracy_At_1001/G_accuracy_206.csv",16,"MegaLMM",32,206,0.0763233195773821,0.0448093938453311,0.732105142655117,0.0666414483723651,0.0381491712572379,0.934463474878748
"Results_G_accuracy_At_1001/G_accuracy_206.csv",17,"MTG2",64,206,0.148327789261178,0.0660372445600685,0.323845639299452,0.200435537535295,0.0847956744082099,0.408084117775936
"Results_G_accuracy_At_1001/G_accuracy_206.csv",18,"MCMCglmm",64,206,0.303795765948779,0.045269543378742,0.76212677605152,0.158403929896077,0.0358866822915356,0.925102718565728
"Results_G_accuracy_At_1001/G_accuracy_206.csv",19,"phenix",64,206,0.139827774416536,0.0637260876774258,0.740991563131335,0.063767885793618,0.0418310328908916,0.889886736082395
"Results_G_accuracy_At_1001/G_accuracy_206.csv",20,"MegaLMM",64,206,0.0781549326093082,0.0407339051308808,0.812156470110538,0.061149337982675,0.0374531580594458,0.913637285968952
"Results_G_accuracy_At_1001/G_accuracy_206.csv",21,"phenix",128,206,0.304885234465994,0.0800419431925694,0.683604914041257,0.0852409278070553,0.043579163408682,0.877800406437215
"Results_G_accuracy_At_1001/G_accuracy_206.csv",22,"MegaLMM",128,206,0.082207769549571,0.0366894475608621,0.832538861397392,0.0605842236360974,0.0328425069326154,0.936013379658292
"Results_G_accuracy_At_1001/G_accuracy_207.csv",1,"MTG2",4,207,0.118646887434505,0.0605101947631608,0.784119992109006,0.116890919009695,0.0448994011300095,0.957260220141065
"Results_G_accuracy_At_1001/G_accuracy_207.csv",2,"MCMCglmm",4,207,0.089166205896765,0.0464097763836381,0.882346011537702,0.0963633011780201,0.0228437910820499,0.962978352967752
"Results_G_accuracy_At_1001/G_accuracy_207.csv",3,"phenix",4,207,0.108340240204026,0.0549983702953467,0.817510614601081,0.117486466878964,0.0415561035527972,0.962742815773536
"Results_G_accuracy_At_1001/G_accuracy_207.csv",4,"MegaLMM",4,207,0.087415062006699,0.0332265553571669,0.39219283944714,0.0991250913623733,0.0303283238393769,0.911550818055479
"Results_G_accuracy_At_1001/G_accuracy_207.csv",5,"MTG2",8,207,0.094271629664217,0.0711898893531603,0.649721573530119,0.0799134869287195,0.0576624536258161,0.853157742194834
"Results_G_accuracy_At_1001/G_accuracy_207.csv",6,"MCMCglmm",8,207,0.113604568341394,0.0616185001634065,0.631200840594119,0.0790648712670062,0.0407633679150067,0.887016417061991
"Results_G_accuracy_At_1001/G_accuracy_207.csv",7,"phenix",8,207,0.0718037110155817,0.0685726073287403,0.651106101939965,0.0855567886808934,0.0526473617505271,0.859651617693301
"Results_G_accuracy_At_1001/G_accuracy_207.csv",8,"MegaLMM",8,207,0.0752096506262576,0.0578173452606224,0.612530292809204,0.0687078110682973,0.0363156801298525,0.898319056727398
"Results_G_accuracy_At_1001/G_accuracy_207.csv",9,"MTG2",16,207,0.107529360959917,0.0586097520563393,0.620315271255482,0.126094809509433,0.0665572024139084,0.796762932977351
"Results_G_accuracy_At_1001/G_accuracy_207.csv",10,"MCMCglmm",16,207,0.20817710551262,0.0552903993637884,0.525777593875104,0.108769973457375,0.0433491504349394,0.925055753789408
"Results_G_accuracy_At_1001/G_accuracy_207.csv",11,"phenix",16,207,0.083981074586431,0.0654620066338669,0.639868698386827,0.0769784303440185,0.0533095185379103,0.881042490344815
"Results_G_accuracy_At_1001/G_accuracy_207.csv",12,"MegaLMM",16,207,0.108494968161459,0.0520957735163872,0.425084410667012,0.0740779411394161,0.0429606393041256,0.929968518658144
"Results_G_accuracy_At_1001/G_accuracy_207.csv",13,"MTG2",32,207,0.145248666375711,0.0521518174187723,0.495265688734795,0.189181053170222,0.0867102991374284,0.552605336751718
"Results_G_accuracy_At_1001/G_accuracy_207.csv",14,"MCMCglmm",32,207,0.263639421222328,0.0516091982221683,0.628663072870448,0.123265710865537,0.0377038132872678,0.93088537834616
"Results_G_accuracy_At_1001/G_accuracy_207.csv",15,"phenix",32,207,0.112336576767159,0.0648189006155059,0.666499892711634,0.0794423290929521,0.0446040895688333,0.894976365875978
"Results_G_accuracy_At_1001/G_accuracy_207.csv",16,"MegaLMM",32,207,0.0900409601848853,0.0425006871330082,0.72333155740938,0.0686794953970236,0.0360772046940401,0.935380195099019
"Results_G_accuracy_At_1001/G_accuracy_207.csv",17,"MTG2",64,207,0.163178820940328,0.0657564038819139,0.314787434904712,0.204059160411775,0.0838579112249037,0.397230096873379
"Results_G_accuracy_At_1001/G_accuracy_207.csv",18,"MCMCglmm",64,207,0.326916351338697,0.0501579864035632,0.70378275180248,0.160503348600665,0.0377949847552014,0.912677514763546
