"Trial","Name","Method","pearson","g_cor","fold","year","trt"
"2014-15
Moderate Drought","H_fold_3.csv","GBLUP+H",0.728693654586849,0.583831805341409,3,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","H_fold_4.csv","GBLUP",0.51907292431045,0.451124259263129,4,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","H_fold_4.csv","HBLUP",0.699454691571102,0.397988449483067,4,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","H_fold_4.csv","GBLUP+H",0.748998276603401,0.548720959305125,4,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","H_fold_5.csv","GBLUP",0.486949592813947,0.320289559047725,5,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","H_fold_5.csv","HBLUP",0.691329506617319,0.461221700199221,5,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","H_fold_5.csv","GBLUP+H",0.740905452038459,0.552331723636147,5,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM","MegaLMM
GBLUP",0.860678836831647,0.596770985520612,1,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.674399002810013,0.648201526487441,2,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.74218655661856,0.657168807884836,3,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.824192087716245,0.662495789132389,4,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.774318002256877,0.563175586729223,5,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.665864096148721,0.392947547356067,1,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.534478757224126,0.529533136112482,2,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.591267847532946,0.501638763929005,3,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.64369162807799,0.443454977126407,4,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.593459842485002,0.325558126797967,5,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_RKHS","MegaLMM
RKHS",0.97736781576059,0.748538318285979,1,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",0.838843001392551,0.724643541712637,2,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",0.842090271476794,0.666385021769895,3,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",0.926439040993125,0.631485978499444,4,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",0.912510552431727,0.66659440501549,5,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate","RKHS",0.701135002145379,0.510585989728492,1,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate","Bayesian
Lasso",0.67017943919622,0.385223693322674,1,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate_fold_2.csv","RKHS",0.561654594441053,0.571616097124446,2,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate_fold_2.csv","Bayesian
Lasso",0.545494502977125,0.607994764793042,2,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate_fold_3.csv","RKHS",0.619219788028374,0.557092840525558,3,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate_fold_3.csv","Bayesian
Lasso",0.58888237125338,0.536101968071817,3,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate_fold_4.csv","RKHS",0.646316119136153,0.515020278196311,4,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate_fold_4.csv","Bayesian
Lasso",0.631963603463295,0.447845438440276,4,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate_fold_5.csv","RKHS",0.592429877223726,0.405983161031431,5,"2014-15","Moderate Drought"
"2014-15
Moderate Drought","univariate_fold_5.csv","Bayesian
Lasso",0.592150457769783,0.321015166519798,5,"2014-15","Moderate Drought"
"2014-15
Optimal Bed","H","GBLUP",0.520987527024763,0.404121210423411,1,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H","HBLUP",0.888627748057244,0.622817147868667,1,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H","GBLUP+H",0.922057363455095,0.703974972936452,1,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_2.csv","GBLUP",0.467325668188709,0.469453019990731,2,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_2.csv","HBLUP",0.786533010176838,0.568807353116653,2,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_2.csv","GBLUP+H",0.806517825798806,0.668296141849526,2,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_3.csv","GBLUP",0.558238174321841,0.435309769177561,3,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_3.csv","HBLUP",0.88172880641191,0.545778711411788,3,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_3.csv","GBLUP+H",0.917658046015742,0.626958908711642,3,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_4.csv","GBLUP",0.608557027730161,0.595134220508389,4,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_4.csv","HBLUP",0.918323137162374,0.521761386556116,4,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_4.csv","GBLUP+H",0.949991566565703,0.603980894702496,4,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_5.csv","GBLUP",0.570446164078527,0.435720512379396,5,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_5.csv","HBLUP",0.82446181114113,0.552939419230561,5,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","H_fold_5.csv","GBLUP+H",0.866173642117303,0.644287629291645,5,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM","MegaLMM
GBLUP",0.905173746531207,0.775376976059991,1,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.769318454764295,0.705703810972371,2,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.984716167230349,0.761961127518262,3,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.927512542707726,0.842797136376297,4,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.929371850471942,0.729140803487814,5,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.603356782781805,0.418131179853346,1,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.538126374474192,0.445287824866147,2,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.674013509164181,0.465492809230279,3,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.691088342055829,0.628865343216654,4,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.685185965906098,0.441660612300951,5,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_RKHS","MegaLMM
RKHS",1.06879706943586,0.855720950048259,1,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",0.920534698967801,0.822705244282766,2,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",1.14862055421079,0.809258033844842,3,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",1.07242169186799,0.858829376731921,4,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",1.09161250972106,0.786431920284598,5,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate","RKHS",0.652160513189946,0.538276031587727,1,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate","Bayesian
Lasso",0.607498084619456,0.39446925002245,1,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate_fold_2.csv","RKHS",0.574824219449281,0.536361846217658,2,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate_fold_2.csv","Bayesian
Lasso",0.541375908762533,0.471840310149168,2,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate_fold_3.csv","RKHS",0.729345857088313,0.539329484263756,3,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate_fold_3.csv","Bayesian
Lasso",0.685686549766741,0.448822168845112,3,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate_fold_4.csv","RKHS",0.701253655132585,0.731939561590296,4,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate_fold_4.csv","Bayesian
Lasso",0.677000290406377,0.648480718046752,4,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate_fold_5.csv","RKHS",0.73275993784098,0.501750118646179,5,"2014-15","Optimal Bed"
"2014-15
Optimal Bed","univariate_fold_5.csv","Bayesian
Lasso",0.694917893979513,0.446795666515267,5,"2014-15","Optimal Bed"
"2014-15
Heat","H","GBLUP",0.524130608207317,0.683732101457149,1,"2014-15","Heat"
"2014-15
Heat","H","HBLUP",0.704049010031649,0.380934073030796,1,"2014-15","Heat"
"2014-15
Heat","H","GBLUP+H",0.76406251062176,0.559850513294957,1,"2014-15","Heat"
"2014-15
Heat","H_fold_2.csv","GBLUP",0.367898158584637,0.436376903929601,2,"2014-15","Heat"
"2014-15
Heat","H_fold_2.csv","HBLUP",0.644605259329832,0.441609873266209,2,"2014-15","Heat"
"2014-15
Heat","H_fold_2.csv","GBLUP+H",0.667337968943331,0.57341799271081,2,"2014-15","Heat"
"2014-15
Heat","H_fold_3.csv","GBLUP",0.396570091662279,0.521056918678119,3,"2014-15","Heat"
"2014-15
Heat","H_fold_3.csv","HBLUP",0.623561224014162,0.312319859919362,3,"2014-15","Heat"
"2014-15
Heat","H_fold_3.csv","GBLUP+H",0.686883449799117,0.527145818556399,3,"2014-15","Heat"
"2014-15
Heat","H_fold_4.csv","GBLUP",0.438315553214209,0.37553953868234,4,"2014-15","Heat"
"2014-15
Heat","H_fold_4.csv","HBLUP",0.702114227374692,0.506225031883792,4,"2014-15","Heat"
"2014-15
Heat","H_fold_4.csv","GBLUP+H",0.759030321632668,0.628717525872913,4,"2014-15","Heat"
"2014-15
Heat","H_fold_5.csv","GBLUP",0.393807532990016,0.462594600454868,5,"2014-15","Heat"
"2014-15
Heat","H_fold_5.csv","HBLUP",0.672843960723977,0.326508161919001,5,"2014-15","Heat"
"2014-15
Heat","H_fold_5.csv","GBLUP+H",0.702403941329468,0.553415692119293,5,"2014-15","Heat"
"2014-15
Heat","MegaLMM","MegaLMM
GBLUP",0.968714632795703,0.795018476988543,1,"2014-15","Heat"
"2014-15
Heat","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.632261285444792,0.611783397656853,2,"2014-15","Heat"
"2014-15
Heat","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.69772411069146,0.760693655366915,3,"2014-15","Heat"
"2014-15
Heat","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.826844878519141,0.647403025711351,4,"2014-15","Heat"
"2014-15
Heat","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.632111142383515,0.639309366363625,5,"2014-15","Heat"
"2014-15
Heat","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.763197236289453,0.610861639373942,1,"2014-15","Heat"
"2014-15
Heat","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.479719682997427,0.428245421852467,2,"2014-15","Heat"
"2014-15
Heat","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.507586636763491,0.550242543713635,3,"2014-15","Heat"
"2014-15
Heat","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.558223686504863,0.361558272646315,4,"2014-15","Heat"
"2014-15
Heat","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.466105678048545,0.509162066212308,5,"2014-15","Heat"
"2014-15
Heat","MegaLMM_RKHS","MegaLMM
RKHS",1.1213872092479,0.727923294347039,1,"2014-15","Heat"
"2014-15
Heat","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",0.870106267796408,0.6885280966126,2,"2014-15","Heat"
"2014-15
Heat","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",0.874820009443779,0.715681211558849,3,"2014-15","Heat"
"2014-15
Heat","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",0.971131287211035,0.779263382001122,4,"2014-15","Heat"
"2014-15
Heat","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",0.811329528380394,0.720977042077694,5,"2014-15","Heat"
"2014-15
Heat","univariate","RKHS",0.77577696300038,0.681758898466621,1,"2014-15","Heat"
"2014-15
Heat","univariate","Bayesian
Lasso",0.767351441491218,0.628369603550977,1,"2014-15","Heat"
"2014-15
Heat","univariate_fold_2.csv","RKHS",0.517203306619328,0.472716858724697,2,"2014-15","Heat"
"2014-15
Heat","univariate_fold_2.csv","Bayesian
Lasso",0.484216432284984,0.436644344398153,2,"2014-15","Heat"
"2014-15
Heat","univariate_fold_3.csv","RKHS",0.534590502497443,0.582676888898637,3,"2014-15","Heat"
"2014-15
Heat","univariate_fold_3.csv","Bayesian
Lasso",0.49777547573404,0.545448201443354,3,"2014-15","Heat"
"2014-15
Heat","univariate_fold_4.csv","RKHS",0.606626802726807,0.430271433810375,4,"2014-15","Heat"
"2014-15
Heat","univariate_fold_4.csv","Bayesian
Lasso",0.565913779556952,0.380252568088755,4,"2014-15","Heat"
"2014-15
Heat","univariate_fold_5.csv","RKHS",0.480726921803515,0.518926580332594,5,"2014-15","Heat"
"2014-15
Heat","univariate_fold_5.csv","Bayesian
Lasso",0.472611524722794,0.472911328932669,5,"2014-15","Heat"
"2014-15
Severe Drought","H","GBLUP",0.214182229858962,0.322094647123651,1,"2014-15","Severe Drought"
"2014-15
Severe Drought","H","HBLUP",0.372437478995356,0.40443452706687,1,"2014-15","Severe Drought"
"2014-15
Severe Drought","H","GBLUP+H",0.40523528663662,0.474859976744811,1,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_2.csv","GBLUP",0.261071992367176,0.453131267955806,2,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_2.csv","HBLUP",0.40582035056863,0.300983956629075,2,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_2.csv","GBLUP+H",0.448664162517516,0.519161109201004,2,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_3.csv","GBLUP",0.253289032135573,0.38322932457405,3,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_3.csv","HBLUP",0.388820848258975,0.34297759413384,3,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_3.csv","GBLUP+H",0.411829721055388,0.494179603597929,3,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_4.csv","GBLUP",0.208720603826299,0.221435225067481,4,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_4.csv","HBLUP",0.396383644436193,0.280522054949066,4,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_4.csv","GBLUP+H",0.400334249565917,0.372260883973511,4,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_5.csv","GBLUP",0.279843937915484,0.351044164247558,5,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_5.csv","HBLUP",0.431617546366077,0.422053624881046,5,"2014-15","Severe Drought"
"2014-15
Severe Drought","H_fold_5.csv","GBLUP+H",0.472053454030785,0.5234634932401,5,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM","MegaLMM
GBLUP",0.444022391868642,0.569709029297187,1,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.525526663535193,0.645713270005247,2,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.463075441752215,0.551942143961679,3,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.453914088240016,0.417769021023774,4,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.623755887481049,0.504306876677227,5,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.29848083107349,0.341031675319891,1,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.342432660716444,0.436723991644619,2,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.352064248869264,0.395951981298357,3,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.310242876489792,0.23933302216092,4,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.472826531164037,0.413006696944427,5,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_RKHS","MegaLMM
RKHS",0.513406877269832,0.565677099982823,1,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",0.644175553288995,0.65946614375593,2,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",0.570172016706963,0.475572907747048,3,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",0.580374265970646,0.484865797780382,4,"2014-15","Severe Drought"
"2014-15
Severe Drought","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",0.775505731082689,0.584337273790081,5,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate","RKHS",0.346964849870835,0.448273673165702,1,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate","Bayesian
Lasso",0.290832670797627,0.300224581486518,1,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate_fold_2.csv","RKHS",0.436387537593283,0.495984065046288,2,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate_fold_2.csv","Bayesian
Lasso",0.36968668042613,0.509916058804635,2,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate_fold_3.csv","RKHS",0.395721798068021,0.453964871651771,3,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate_fold_3.csv","Bayesian
Lasso",0.357095805759123,0.41718547745109,3,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate_fold_4.csv","RKHS",0.334407589517312,0.294688578057987,4,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate_fold_4.csv","Bayesian
Lasso",0.295024200064794,0.220490310258607,4,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate_fold_5.csv","RKHS",0.486297286029903,0.392842443244222,5,"2014-15","Severe Drought"
"2014-15
Severe Drought","univariate_fold_5.csv","Bayesian
Lasso",0.448434909884918,0.344379473597145,5,"2014-15","Severe Drought"
"2014-15
Optimal Flat","H","GBLUP",0.434789242296774,0.559811929839806,1,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H","HBLUP",0.706147880531958,0.56569559065225,1,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H","GBLUP+H",0.722270289008996,0.616096236547612,1,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_2.csv","GBLUP",0.451075241502505,0.442689765136446,2,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_2.csv","HBLUP",0.718951581053556,0.513235956148033,2,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_2.csv","GBLUP+H",0.745176299315996,0.599844406752533,2,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_3.csv","GBLUP",0.423108125251681,0.426895314756292,3,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_3.csv","HBLUP",0.730144078302351,0.552074577855007,3,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_3.csv","GBLUP+H",0.737037573423143,0.571643274878135,3,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_4.csv","GBLUP",0.572718646819886,0.583508549169297,4,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_4.csv","HBLUP",0.804851569380236,0.490339133324596,4,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_4.csv","GBLUP+H",0.829897900795111,0.551272087778639,4,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_5.csv","GBLUP",0.443576377499,0.503627756337079,5,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_5.csv","HBLUP",0.683118662889595,0.592573738416951,5,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","H_fold_5.csv","GBLUP+H",0.705052281074458,0.657945749455155,5,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM","MegaLMM
GBLUP",0.776356110375885,0.795727872753962,1,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.844317197049011,0.750732361571822,2,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.832765604486571,0.742381212842566,3,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.91108213378849,0.795808142567296,4,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.765888347824077,0.646840060163393,5,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.495121874948179,0.493671620538078,1,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_10.csv","MegaLMM
GBLUP CV1",0.614101906706456,0.478136778322757,10,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_11.csv","MegaLMM
GBLUP CV1",0.672333534016114,0.360405917138992,11,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_12.csv","MegaLMM
GBLUP CV1",0.55518239452129,0.549326727290715,12,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_13.csv","MegaLMM
GBLUP CV1",0.595318121165478,0.565099273197914,13,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_14.csv","MegaLMM
GBLUP CV1",0.551078329158364,0.489258499490952,14,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_15.csv","MegaLMM
GBLUP CV1",0.592568728545358,0.477439841946173,15,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_16.csv","MegaLMM
GBLUP CV1",0.566099223891344,0.394061096829036,16,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_17.csv","MegaLMM
GBLUP CV1",0.58058508741915,0.485354780820893,17,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_18.csv","MegaLMM
GBLUP CV1",0.570362208385777,0.395585068573098,18,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_19.csv","MegaLMM
GBLUP CV1",0.708029328408954,0.671644867691961,19,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.563467349980841,0.422815353870347,2,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_20.csv","MegaLMM
GBLUP CV1",0.6149661326163,0.484815526038297,20,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.536110078161891,0.439330887699186,3,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.677330888725705,0.615745497137088,4,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.578975707152476,0.501522269502219,5,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_6.csv","MegaLMM
GBLUP CV1",0.536485217628713,0.302655582464728,6,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_7.csv","MegaLMM
GBLUP CV1",0.55198106628885,0.39267530782795,7,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_8.csv","MegaLMM
GBLUP CV1",0.682119197074963,0.610570769519857,8,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_no2nd_fold_9.csv","MegaLMM
GBLUP CV1",0.57852783867278,0.570093362791603,9,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_RKHS","MegaLMM
RKHS",0.880574702895478,0.817998215022402,1,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",0.983973557349084,0.761394239318028,2,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",0.922458903705466,0.798519825944352,3,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",1.02280571133747,0.812152329254902,4,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",0.936728836071991,0.844826750754862,5,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","univariate","RKHS",0.54090504081732,0.581478751755794,1,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","univariate","Bayesian
Lasso",0.514639616922795,0.523791514976032,1,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","univariate_fold_2.csv","RKHS",0.6074817994175,0.463141969409844,2,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","univariate_fold_2.csv","Bayesian
Lasso",0.569586789292371,0.436470868212466,2,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","univariate_fold_3.csv","RKHS",0.584537905798724,0.482444011687615,3,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","univariate_fold_3.csv","Bayesian
Lasso",0.53701559608046,0.408325861852163,3,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","univariate_fold_4.csv","RKHS",0.650672197103843,0.63643885198729,4,"2014-15","Optimal Flat"
"2014-15
Optimal Flat","univariate_fold_4.csv","Bayesian
Lasso",0.652321359716505,0.618388882912219,4,"2014-15","Optimal Flat"
