"wavelength","date","G_cor_low","G_cor_high","G_cor_mean","P_cor"
560,"19-Jan",-0.0572852120028289,0.0764534405694085,0.00998821415202982,-0.0427750831365247
567,"19-Jan",-0.0612577767818254,0.0739171319124239,0.00671977972760935,-0.0464192596120796
574,"19-Jan",-0.0689598850375184,0.0643729390135586,0.0014520482198474,-0.0507072972705133
582,"19-Jan",-0.0636684339283388,0.0671697559310048,0.00427101618028461,-0.0523004751859227
589,"19-Jan",-0.0689333340809746,0.0579446542817484,-0.0012665605449013,-0.0565682913883583
596,"19-Jan",-0.0661112957654768,0.0578600642233805,-0.00373830110853744,-0.0543326999280679
604,"19-Jan",-0.0661334365657284,0.0582992257694801,-0.000212707181293485,-0.0517789338898586
611,"19-Jan",-0.0639561082398871,0.0557242846373446,-0.00204449422382956,-0.0511135550124948
619,"19-Jan",-0.0678141229658763,0.052072895003135,-0.00859651203446011,-0.054517979187158
626,"19-Jan",-0.0740014330048283,0.0440098251301546,-0.0116138974342109,-0.0570100124251415
633,"19-Jan",-0.0659680213074247,0.0536981148518729,-0.00569575353608924,-0.0533465226822762
641,"19-Jan",-0.0698840125412939,0.0447133671867094,-0.00856696096715874,-0.0493677964162132
648,"19-Jan",-0.0543960584418529,0.0575190732100437,-0.00070943483532829,-0.0465924360936874
655,"19-Jan",-0.0601769320531526,0.0561927886489618,0.00338389859286542,-0.0480278898058514
663,"19-Jan",-0.061642883028727,0.0541508328664453,-0.00185501498052889,-0.0471680331342458
670,"19-Jan",-0.0523031195625285,0.0596659595401065,0.00353096096497226,-0.0414102853901651
678,"19-Jan",-0.0585629013577368,0.0534342906566607,-0.000493737546423609,-0.0462665276695384
685,"19-Jan",-0.066104880525626,0.0462541745930244,-0.011938422558894,-0.0567838254936521
692,"19-Jan",-0.0938589266872936,0.0271550838666818,-0.0325939100390828,-0.0690632617406721
700,"19-Jan",-0.115776598450785,0.0187979002956086,-0.0403702175011532,-0.0748720098900397
707,"19-Jan",-0.101479475764516,0.0400361175254091,-0.0285651589181808,-0.0623421957479485
714,"19-Jan",-0.0931946852022293,0.0505611471760354,-0.0200916881238185,-0.0445150447841522
722,"19-Jan",-0.070245263219016,0.0717706646802471,-0.00401516517942256,-0.0224749465831057
729,"19-Jan",-0.0664339209831622,0.0700341429678615,0.00750830610320488,-0.00164750355405332
736,"19-Jan",-0.0560939048081149,0.0787915360457369,0.0150345675016025,0.00939809171965616
744,"19-Jan",-0.0463264120778457,0.0829572628494597,0.0221275465522243,0.0144061593228945
751,"19-Jan",-0.0446894964210265,0.0856868921202926,0.0251698695131864,0.0181962702556232
759,"19-Jan",-0.0390832072324831,0.0904396108088888,0.0259896556042997,0.0192907060890493
766,"19-Jan",-0.0348290237028021,0.0904400751423218,0.0291824846281677,0.0190717600253221
773,"19-Jan",-0.0381222677038724,0.0898527406691739,0.0264093438226975,0.0209169115176294
781,"19-Jan",-0.0389122507179654,0.0908221760291765,0.0271825914960231,0.0180430971709607
788,"19-Jan",-0.0387434758958374,0.0887680722652416,0.0265990919092226,0.0170833571598763
795,"19-Jan",-0.0408439409792774,0.0879017370565611,0.0251281119230254,0.0146887464580333
803,"19-Jan",-0.0391343920386511,0.0879517626728427,0.0234587328090019,0.0162911397320126
810,"19-Jan",-0.0416686843684398,0.0866631773318268,0.0228696363004851,0.0136626894517405
818,"19-Jan",-0.0443855827236752,0.0842177926997193,0.0199254472134364,0.0118812811475252
825,"19-Jan",-0.0451184274912821,0.0838034872460305,0.0208148365511494,0.013636218634957
832,"19-Jan",-0.0524297163342924,0.0786682502067779,0.0136933401538846,0.0109808929146131
840,"19-Jan",-0.0514108010430157,0.0773705147842276,0.0133523754399975,0.00759614969072983
847,"19-Jan",-0.0528781899404953,0.0779257867678754,0.015944523257617,0.010726852467497
398,"04-Feb",-0.0549601305520134,0.141857174490429,0.0416226145596223,-0.0396440194073494
405,"04-Feb",-0.149226686897338,0.0469166300521997,-0.0446052975433584,-0.0880389401547893
412,"04-Feb",-0.0914706530568861,0.0896166509737055,-0.00101657712306818,-0.0460193490483359
420,"04-Feb",-0.0312975460778353,0.136312511684387,0.0522669403679149,-0.100191616248076
427,"04-Feb",0.0254568508907623,0.163008210673329,0.0953882770058918,-0.0222899182209584
434,"04-Feb",0.0246820691189827,0.165033486876756,0.0931484330819004,-0.00662191437595623
442,"04-Feb",0.0573217403746995,0.193253112813297,0.121793856736537,-0.00825691805251252
449,"04-Feb",0.0305010852451629,0.171900783376588,0.104562589749164,-0.0598142088999382
457,"04-Feb",0.0464075165224945,0.172439001039667,0.115661339464571,-0.0589200974580866
464,"04-Feb",0.0602636371210506,0.186220050593416,0.124524496040857,-0.0556518814024794
471,"04-Feb",0.0693695413604336,0.191070015684372,0.127463776073147,-0.046106348400406
479,"04-Feb",0.0582319883647811,0.181155526951223,0.115112743871381,-0.0557310449230698
486,"04-Feb",0.0571278760306542,0.178301708148822,0.119588958156819,-0.0511141208144269
493,"04-Feb",0.0643768808465035,0.185102921280734,0.125329795956032,-0.0509777697751146
501,"04-Feb",0.0523837479365024,0.171668682246032,0.107392240706244,-0.0607961717484094
508,"04-Feb",0.0438417327022759,0.161859740439813,0.0987831762049883,-0.0586722878635403
515,"04-Feb",0.0282600334236742,0.141843178328401,0.0837419054878068,-0.0640964922642628
523,"04-Feb",0.00886531964124837,0.124260401868107,0.0635489598996804,-0.0509077016428219
530,"04-Feb",-0.0157580464047156,0.103004311748858,0.0462778324619557,-0.048040133762342
538,"04-Feb",-0.0237524746983762,0.0967322778576344,0.0402542248382892,-0.0411507279309202
545,"04-Feb",-0.0250576055433845,0.0981125080132797,0.0390926124194291,-0.0368119821825
552,"04-Feb",-0.0220806165060712,0.101467698749734,0.0402239057357524,-0.0367879995845627
560,"04-Feb",-0.0311915758331703,0.0942959252227024,0.033167070445777,-0.0449196429881706
567,"04-Feb",-0.0165719585368744,0.110308940306412,0.0445169621639532,-0.0461450625605917
574,"04-Feb",0.00332870236883143,0.129678091136791,0.0631065833851642,-0.0574880834129986
582,"04-Feb",-0.00407260731439437,0.124655485738271,0.0598434910659938,-0.0727770264182216
589,"04-Feb",0.00141630627184182,0.124281913728685,0.0662763329013693,-0.0721660690884465
596,"04-Feb",0.0100934342070656,0.133571148591933,0.0670366410298783,-0.0692418078953372
604,"04-Feb",0.019029935428093,0.13725357208684,0.0747005915254304,-0.0713979662777076
611,"04-Feb",0.021775046365381,0.137946535455087,0.0815537336437343,-0.0665457300806586
619,"04-Feb",0.0339827494052805,0.149800260777514,0.0890838988810557,-0.0613167976653649
626,"04-Feb",0.0318778880334862,0.148918757112779,0.0902132545323297,-0.0618178683558419
633,"04-Feb",0.0373365171063112,0.154362915763784,0.0938041190081353,-0.066065538806451
641,"04-Feb",0.0371020817898852,0.156545435044366,0.0948782650618708,-0.0703802630855808
648,"04-Feb",0.0380494784115292,0.158106569709112,0.0999596241643223,-0.0749350890675
655,"04-Feb",0.0409716930500331,0.161337520604737,0.103603041593899,-0.0672828698332105
663,"04-Feb",0.0518158192903925,0.174100907022187,0.113722036879734,-0.0664311370259307
670,"04-Feb",0.047131645767752,0.169111323691195,0.111501405028077,-0.0593228624288047
678,"04-Feb",0.0533756138264999,0.173938172135731,0.115659021907229,-0.0674716251065083
685,"04-Feb",0.0236472861643791,0.141626656799029,0.0866609488075878,-0.0779017164339118
692,"04-Feb",-0.00860789746466765,0.116373840363846,0.0471359314038161,-0.0772042414986797
700,"04-Feb",-0.0568619246383117,0.0791661145425242,0.0118233627312783,-0.0571031531903867
707,"04-Feb",-0.060025078490411,0.0680482548039159,0.00299119276012206,-0.0335424552898682
714,"04-Feb",-0.0607757912909107,0.0580472479041979,0.00153193217540547,-0.012853705820852
722,"04-Feb",-0.0414469390109473,0.0707553830891556,0.0179314243531778,0.0171008146018413
729,"04-Feb",-0.0184234261121691,0.0894867669325479,0.0338667588325262,0.0462830829419812
736,"04-Feb",-0.00161727093631311,0.104191762711182,0.0487429119043962,0.073292635360608
744,"04-Feb",0.0118677222226122,0.120981738969568,0.0620537553535517,0.097668768606091
751,"04-Feb",0.00984859460247667,0.126156051155785,0.0650209583108174,0.108844612483373
759,"04-Feb",0.00342723519823341,0.125378595561776,0.0679074474404869,0.116738785755909
766,"04-Feb",0.0238598638994749,0.145653864577709,0.0857327357405561,0.129745379346635
773,"04-Feb",0.0148760212156429,0.137562165137915,0.0777954034864074,0.124951476786977
781,"04-Feb",0.015573734908708,0.13875015930799,0.0759051439278299,0.122619023790663
788,"04-Feb",0.0172613280222172,0.141343757866297,0.0759739350667965,0.117722712659402
795,"04-Feb",0.0135279539788785,0.136964401903635,0.0740579850459767,0.117246811108635
803,"04-Feb",0.00920783339386413,0.134737641173083,0.0730038410812587,0.117354354923379
810,"04-Feb",0.00430148141122951,0.129201217284297,0.0652145433863899,0.111724823771876
818,"04-Feb",0.00769126787609089,0.13131003741776,0.0664853879450792,0.115492615088487
825,"04-Feb",0.000315545966625148,0.125053170629286,0.0601487516826978,0.111673408188524
832,"04-Feb",0.0131655889502642,0.138374623210637,0.0691850319591905,0.114762066738616
840,"04-Feb",0.00367100388746806,0.129246062337821,0.0626918898123138,0.111901292615895
847,"04-Feb",0.00288425200409804,0.127427542519535,0.0649889361321109,0.107475023627632
398,"09-Feb",-0.0932696635854425,0.148285894821778,0.0196563295609101,-0.0243993044324679
405,"09-Feb",-0.016260032001308,0.158386574425375,0.0791505970256,0.0370170553218472
412,"09-Feb",0.0734044331594289,0.218914166532099,0.142337412564122,0.0291431774248656
420,"09-Feb",0.108100410765603,0.254374866488569,0.181552982979913,0.0401894604156379
427,"09-Feb",0.0840674308672004,0.241228364706806,0.160840776380077,0.0806863871165679
434,"09-Feb",0.10795461396996,0.257276488285411,0.183714390668195,0.0934710020733848
442,"09-Feb",0.0975110043951426,0.254734420170887,0.177751660296641,0.070718347060717
449,"09-Feb",0.111531133296416,0.259688641389218,0.187782167505021,0.0793174702032588
457,"09-Feb",0.104880270661109,0.252087544855965,0.188922471431564,0.0780492099665417
464,"09-Feb",0.126736330681278,0.26940131450916,0.195264955998215,0.0726939100395112
471,"09-Feb",0.113343881026365,0.252573119163303,0.184504262783063,0.0679371295404428
479,"09-Feb",0.108179305799378,0.250858129618637,0.18004942770595,0.06844662046227
486,"09-Feb",0.113157390004694,0.255003124447066,0.183134141880731,0.0641506741338664
493,"09-Feb",0.110433625362824,0.252965798107608,0.185110310316672,0.0609457554683461
501,"09-Feb",0.0998808134073973,0.23758996130945,0.170703005966176,0.0586961058133821
508,"09-Feb",0.0935849280812537,0.237182096534585,0.166778043238173,0.0448033027383512
515,"09-Feb",0.0739144185986046,0.212752230639311,0.142182608857337,0.0179308539608486
523,"09-Feb",0.0473989885150867,0.191753487486955,0.119800796574327,-0.00674895696293793
530,"09-Feb",0.0385193538913689,0.185396472184598,0.107325535603482,-0.0115700194414073
538,"09-Feb",0.0343465424486768,0.182096235185598,0.10649011532377,-0.00655916888487388
545,"09-Feb",0.0268177844934828,0.176638009272256,0.100460616180789,0.00408739208941904
552,"09-Feb",0.0293904499053132,0.180774233924143,0.0985607277836025,-0.00192642709352487
560,"09-Feb",0.0232372547927775,0.171954670431285,0.100302633698377,-0.00402616141446582
567,"09-Feb",0.0324452090151937,0.181684471863936,0.10706771224806,-0.0105196291067412
574,"09-Feb",0.0418388309266377,0.191121527831387,0.113563025629037,-0.0147544491373851
582,"09-Feb",0.0522391198350485,0.198203068151213,0.115706017105857,-0.0152307632276888
589,"09-Feb",0.0516234433713308,0.198805696503992,0.120983052268874,-0.00594532512720357
596,"09-Feb",0.0614652090014806,0.207341564349046,0.129421461434403,-0.00166125215599157
604,"09-Feb",0.0589344600172018,0.204985879625048,0.130389781432419,-0.00234452357290996
611,"09-Feb",0.0690260245034042,0.215082188817521,0.136318543583196,0.0055742765430129
619,"09-Feb",0.0735506227392136,0.217724625929472,0.14354335710047,0.00997617927137668
626,"09-Feb",0.0734001569177132,0.219121119421177,0.145220688659653,0.0112624223060325
633,"09-Feb",0.071660289990628,0.218949284557007,0.14489160147837,0.0125566672060664
641,"09-Feb",0.0669715162643476,0.211150563317776,0.141908548474373,0.0158306725143331
648,"09-Feb",0.0699011080912228,0.212193433529644,0.14816744588698,0.0218436612965245
655,"09-Feb",0.0907615042625947,0.233806030406566,0.163130604236401,0.0312690488888163
663,"09-Feb",0.0979108316511946,0.240303108527117,0.171888781069296,0.0467030088446532
670,"09-Feb",0.113248643559958,0.256512983428218,0.180875880394161,0.0528504244783714
678,"09-Feb",0.0977384672585341,0.241646553658857,0.174360308980144,0.047028684195815
685,"09-Feb",0.0884930558129167,0.234409978365454,0.159113433018957,0.0303768695731587
692,"09-Feb",0.0275008299676025,0.184720385870159,0.115787767226026,-0.00979444624339757
700,"09-Feb",-0.0231510535486356,0.130848805233359,0.0557065508911762,-0.0386411781022213
707,"09-Feb",-0.0478011119425784,0.103497978512934,0.032672295067825,-0.0309291201234722
714,"09-Feb",-0.0575102304064452,0.0867062980578105,0.0191637814119232,-0.0168277335240305
722,"09-Feb",-0.0451982998913255,0.0841303111229066,0.0264726860314108,0.0138101739035516
729,"09-Feb",-0.00923485886066035,0.105889018716598,0.0486444063557665,0.047137260448026
736,"09-Feb",0.018609079196568,0.125239492830891,0.0723800416287203,0.081334705162347
744,"09-Feb",0.0363065434439847,0.140903493718693,0.0871119127938163,0.105633420900142
751,"09-Feb",0.0460549772105896,0.149960091549745,0.0960230243849098,0.121063265139896
759,"09-Feb",0.0444914294650101,0.151550958468797,0.097812822156421,0.129244499688508
766,"09-Feb",0.0664436465981726,0.177358610025471,0.11577767036243,0.139986727274483
773,"09-Feb",0.05396537888851,0.165867770780835,0.108847471395214,0.138124175681465
781,"09-Feb",0.0527842838252407,0.165289568776976,0.105144169056075,0.135527057568889
788,"09-Feb",0.0474481004861894,0.161759297016053,0.103641621516794,0.131449512677894
795,"09-Feb",0.04900110890348,0.164019841766563,0.104675745219156,0.132513988386587
803,"09-Feb",0.0468861309483455,0.160558593382428,0.0979732114145057,0.129396895120967
810,"09-Feb",0.0380894347787159,0.154040286549807,0.0919137506035998,0.124068683349084
818,"09-Feb",0.0370973795455798,0.152004989393502,0.0906238320418,0.123052437562283
825,"09-Feb",0.0376807486040899,0.152070906091621,0.092128445387478,0.121486038098819
832,"09-Feb",0.0375643620467531,0.152086233592261,0.0905483488129917,0.121047427014461
840,"09-Feb",0.0331768722141396,0.147661646242359,0.085003999809709,0.115710493794053
847,"09-Feb",0.0261556853330626,0.143256234072205,0.0825054574719552,0.117383487134693
398,"25-Feb",-0.100375252180867,0.110733542693235,0.00796494804503357,0.10222995325686
405,"25-Feb",-0.0206379560660086,0.154540497805742,0.0650969651217759,0.0242075125302911
412,"25-Feb",-0.0519022281901903,0.106567289840955,0.028649430949824,0.00288284162420777
420,"25-Feb",0.032897651619187,0.19974859929526,0.107841179589738,0.047341485253875
427,"25-Feb",0.0867824541943906,0.244784695836011,0.171178028043893,0.0922775739981281
434,"25-Feb",0.100910464919638,0.246329043845405,0.17482188477877,0.103573347636488
442,"25-Feb",0.111108358422155,0.254193961051826,0.179396018986099,0.120356747486341
449,"25-Feb",0.0807158160094626,0.224618439959342,0.148927640004767,0.119794082792712
457,"25-Feb",0.0856525025948772,0.229248918934058,0.157293433419929,0.102620268700626
464,"25-Feb",0.075225770405085,0.213236812225317,0.144521349238141,0.11519971181269
471,"25-Feb",0.0917066130731289,0.228693073927384,0.158160742833828,0.100197584495248
479,"25-Feb",0.0850136439538333,0.222578427046589,0.157052063526021,0.102069473045909
486,"25-Feb",0.0818351722609568,0.21806712054834,0.153205353814789,0.107164167011814
493,"25-Feb",0.0648786108616066,0.198740161216835,0.135951699886004,0.0955419499926209
501,"25-Feb",0.0539981412642929,0.189672592596773,0.125807360594674,0.0852334129047728
508,"25-Feb",0.0350077101407376,0.170625989271424,0.109514369543431,0.0729183070758284
515,"25-Feb",0.0333190554623275,0.160639150279697,0.0992734105794399,0.0663344860735122
523,"25-Feb",0.0211855770662155,0.14333493828297,0.0895624635356673,0.068687421941383
530,"25-Feb",0.0259505165137943,0.143995374514505,0.0904735034487714,0.0749690983152491
538,"25-Feb",0.0150598309366249,0.130201415328628,0.0759351299228397,0.0712280802918053
545,"25-Feb",0.00833879079678055,0.123763783884626,0.0683317428454429,0.0687398842613962
552,"25-Feb",0.0101129206724441,0.122085751611666,0.0686105197748277,0.057345648114874
560,"25-Feb",0.00373284947001492,0.119894986241774,0.0668517255629915,0.043316606370309
567,"25-Feb",-0.00145702020494472,0.11943183558519,0.0617510715607201,0.0145710950143921
574,"25-Feb",-0.00633186338725515,0.119035320527142,0.0580723095152449,0.00315644689127144
582,"25-Feb",-0.00916101235902375,0.117567482995459,0.0553148253853788,-0.00744732186504274
589,"25-Feb",-0.00195705150419228,0.125780356023953,0.0585289912866566,-0.0157397017997544
596,"25-Feb",-0.00723054046584519,0.122927604844516,0.0554712955895639,-0.0232568739351478
604,"25-Feb",-0.00538046100043493,0.127391682926679,0.0548829274482616,-0.0250819029128003
611,"25-Feb",-0.0176193316170636,0.116209848965274,0.0523954001187091,-0.0382685957482434
619,"25-Feb",-0.0052856080749518,0.130184414978366,0.0590032926438236,-0.0387819423809312
626,"25-Feb",-0.0227043697408493,0.115713384418457,0.0546311728193556,-0.0397459227055688
633,"25-Feb",-0.017208550864093,0.120800611769115,0.0538652732719514,-0.0506238298068047
641,"25-Feb",-0.00715058532063035,0.129704790943446,0.0601714919975113,-0.0454385795136905
648,"25-Feb",-0.00224432235161255,0.137224806194145,0.0759500298103503,-0.0338645204977644
655,"25-Feb",0.00910572777938996,0.146367137123515,0.0772770489341275,-0.0452717485381499
663,"25-Feb",0.0155934625016342,0.153586571153499,0.0842046593604456,-0.0426524464688211
670,"25-Feb",0.0214972345942824,0.162244702180874,0.0903472102576889,-0.0305846460883831
678,"25-Feb",0.0221751842579482,0.160783281787139,0.0918449040895294,-0.0286032486609833
685,"25-Feb",-0.00757999117326153,0.128585516440579,0.0579152264032158,-0.0716203690192058
692,"25-Feb",-0.050694360231449,0.0828673826741612,0.0144775874196558,-0.099846571175088
700,"25-Feb",-0.0713771347102094,0.045112292451795,-0.010016422684009,-0.0634455623812036
707,"25-Feb",-0.0747157273703856,0.0299542230203675,-0.0192584997800493,-0.000662537855304141
714,"25-Feb",-0.048083096670811,0.062667536140994,0.00313586438989404,0.0770244108734807
722,"25-Feb",-0.0159221961066379,0.10647888405807,0.042347080540436,0.150794318234986
729,"25-Feb",0.0161941718050553,0.152747978301043,0.080514184802894,0.215994201424238
736,"25-Feb",0.0563624178364441,0.201697377461879,0.127394576787535,0.267033051199648
744,"25-Feb",0.0834240465813491,0.22967341872734,0.152243849360438,0.302245659569743
751,"25-Feb",0.0952687748440577,0.239893744243703,0.166498197914019,0.319350160917386
759,"25-Feb",0.102046144466182,0.249965478608146,0.176939127121038,0.322710694471829
766,"25-Feb",0.11790887404587,0.269782373701565,0.190436342934195,0.327973835655187
773,"25-Feb",0.115717678461064,0.264683250192983,0.187906840595989,0.329871238859837
781,"25-Feb",0.111012329057795,0.257873611861867,0.184127732180689,0.329181780924581
788,"25-Feb",0.111461881780699,0.257535787888649,0.185329537571424,0.327827580556682
795,"25-Feb",0.116662667792562,0.260114245432059,0.182060304319169,0.325755793324809
803,"25-Feb",0.108794040794599,0.251613982968109,0.177577231283383,0.32276295676478
810,"25-Feb",0.105707562832848,0.248775327835373,0.173878246003588,0.320739633484944
818,"25-Feb",0.106302621144759,0.249833165767976,0.174231372068506,0.32133805284104
825,"25-Feb",0.110265771643683,0.252474407056693,0.172679737914676,0.31725283225865
832,"25-Feb",0.106591257268411,0.251095123689854,0.173781120022846,0.314938288966572
840,"25-Feb",0.100865679812062,0.242499670104327,0.169047521225489,0.316552085298398
847,"25-Feb",0.0962153516418769,0.23564185345167,0.165931109967097,0.313903875878503
